 25.03.2025.21:45 = 0 3 . (-..- (null) ...-) [(null) (null) (null)]
 PU1RKJ = R K J (Romeo Kilo Juliett) [.-. -.- .---]
 PU1RKL = R K L (Romeo Kilo Lima) [.-. -.- .-..]
 PU1RKN = R K N (Romeo Kilo November) [.-. -.- -.]
 PU1RKP = R K P (Romeo Kilo Papa) [.-. -.- .--.]
 PU1RKQ = R K Q (Romeo Kilo Quebec) [.-. -.- --.-]
 PU1RKS = R K S (Romeo Kilo Sierra) [.-. -.- ...]
 PU1RKT = R K T (Romeo Kilo Tango) [.-. -.- -]
 PU1RKU = R K U (Romeo Kilo Uniform) [.-. -.- ..-]
 PU1RKY = R K Y (Romeo Kilo Yankee) [.-. -.- -.--]
 PU1RKZ = R K Z (Romeo Kilo Zulu) [.-. -.- --..]
 PU1RLF = R L F (Romeo Lima Foxtrot) [.-. .-.. ..-.]
 PU1RLI = R L I (Romeo Lima India) [.-. .-.. ..]
 PU1RLQ = R L Q (Romeo Lima Quebec) [.-. .-.. --.-]
 PU1RLU = R L U (Romeo Lima Uniform) [.-. .-.. ..-]
 PU1RLW = R L W (Romeo Lima Whiskey) [.-. .-.. .--]
 PU1RLY = R L Y (Romeo Lima Yankee) [.-. .-.. -.--]
 PU1RLZ = R L Z (Romeo Lima Zulu) [.-. .-.. --..]
 PU1RMT = R M T (Romeo Mike Tango) [.-. -- -]
 PU1RMV = R M V (Romeo Mike Victor) [.-. -- ...-]
 PU1RMW = R M W (Romeo Mike Whiskey) [.-. -- .--]
 PU1RMY = R M Y (Romeo Mike Yankee) [.-. -- -.--]
 PU1RNE = R N E (Romeo November Echo) [.-. -. .]
 PU1RNG = R N G (Romeo November Golf) [.-. -. --.]
 PU1RNH = R N H (Romeo November Hotel) [.-. -. ....]
 PU1RNJ = R N J (Romeo November Juliett) [.-. -. .---]
 PU1RNK = R N K (Romeo November Kilo) [.-. -. -.-]
 PU1RNM = R N M (Romeo November Mike) [.-. -. --]
 PU1RNO = R N O (Romeo November Oscar) [.-. -. ---]
 PU1RNQ = R N Q (Romeo November Quebec) [.-. -. --.-]
 PU1RNS = R N S (Romeo November Sierra) [.-. -. ...]
 PU1RNU = R N U (Romeo November Uniform) [.-. -. ..-]
 PU1RNV = R N V (Romeo November Victor) [.-. -. ...-]
 PU1RNW = R N W (Romeo November Whiskey) [.-. -. .--]
 PU1ROH = R O H (Romeo Oscar Hotel) [.-. --- ....]
 PU1RON = R O N (Romeo Oscar November) [.-. --- -.]
 PU1ROQ = R O Q (Romeo Oscar Quebec) [.-. --- --.-]
 PU1ROU = R O U (Romeo Oscar Uniform) [.-. --- ..-]
 PU1ROW = R O W (Romeo Oscar Whiskey) [.-. --- .--]
 PU1RPF = R P F (Romeo Papa Foxtrot) [.-. .--. ..-.]
 PU1RPQ = R P Q (Romeo Papa Quebec) [.-. .--. --.-]
 PU1RPU = R P U (Romeo Papa Uniform) [.-. .--. ..-]
 PU1RPV = R P V (Romeo Papa Victor) [.-. .--. ...-]
 PU1RPW = R P W (Romeo Papa Whiskey) [.-. .--. .--]
 PU1RPZ = R P Z (Romeo Papa Zulu) [.-. .--. --..]
 PU1RQA = R Q A (Romeo Quebec Alfa) [.-. --.- .-]
 PU1RQB = R Q B (Romeo Quebec Bravo) [.-. --.- -...]
 PU1RQC = R Q C (Romeo Quebec Charlie) [.-. --.- -.-.]
 PU1RQD = R Q D (Romeo Quebec Delta) [.-. --.- -..]
 PU1RQE = R Q E (Romeo Quebec Echo) [.-. --.- .]
 PU1RQG = R Q G (Romeo Quebec Golf) [.-. --.- --.]
 PU1RQH = R Q H (Romeo Quebec Hotel) [.-. --.- ....]
 PU1RQI = R Q I (Romeo Quebec India) [.-. --.- ..]
 PU1RQJ = R Q J (Romeo Quebec Juliett) [.-. --.- .---]
 PU1RQK = R Q K (Romeo Quebec Kilo) [.-. --.- -.-]
 PU1RQL = R Q L (Romeo Quebec Lima) [.-. --.- .-..]
 PU1RQM = R Q M (Romeo Quebec Mike) [.-. --.- --]
 PU1RQN = R Q N (Romeo Quebec November) [.-. --.- -.]
 PU1RQO = R Q O (Romeo Quebec Oscar) [.-. --.- ---]
 PU1RQP = R Q P (Romeo Quebec Papa) [.-. --.- .--.]
 PU1RQS = R Q S (Romeo Quebec Sierra) [.-. --.- ...]
 PU1RQT = R Q T (Romeo Quebec Tango) [.-. --.- -]
 PU1RQU = R Q U (Romeo Quebec Uniform) [.-. --.- ..-]
 PU1RQV = R Q V (Romeo Quebec Victor) [.-. --.- ...-]
 PU1RQW = R Q W (Romeo Quebec Whiskey) [.-. --.- .--]
 PU1RQY = R Q Y (Romeo Quebec Yankee) [.-. --.- -.--]
 PU1RQZ = R Q Z (Romeo Quebec Zulu) [.-. --.- --..]
 PU1RSH = R S H (Romeo Sierra Hotel) [.-. ... ....]
 PU1RSK = R S K (Romeo Sierra Kilo) [.-. ... -.-]
 PU1RSQ = R S Q (Romeo Sierra Quebec) [.-. ... --.-]
 PU1RSU = R S U (Romeo Sierra Uniform) [.-. ... ..-]
 PU1RSW = R S W (Romeo Sierra Whiskey) [.-. ... .--]
 PU1RTB = R T B (Romeo Tango Bravo) [.-. - -...]
 PU1RTE = R T E (Romeo Tango Echo) [.-. - .]
 PU1RTH = R T H (Romeo Tango Hotel) [.-. - ....]
 PU1RTI = R T I (Romeo Tango India) [.-. - ..]
 PU1RTJ = R T J (Romeo Tango Juliett) [.-. - .---]
 PU1RTK = R T K (Romeo Tango Kilo) [.-. - -.-]
 PU1RTL = R T L (Romeo Tango Lima) [.-. - .-..]
 PU1RTQ = R T Q (Romeo Tango Quebec) [.-. - --.-]
 PU1RTU = R T U (Romeo Tango Uniform) [.-. - ..-]
 PU1RTV = R T V (Romeo Tango Victor) [.-. - ...-]
 PU1RTY = R T Y (Romeo Tango Yankee) [.-. - -.--]
 PU1RUC = R U C (Romeo Uniform Charlie) [.-. ..- -.-.]
 PU1RUE = R U E (Romeo Uniform Echo) [.-. ..- .]
 PU1RUF = R U F (Romeo Uniform Foxtrot) [.-. ..- ..-.]
 PU1RUG = R U G (Romeo Uniform Golf) [.-. ..- --.]
 PU1RUH = R U H (Romeo Uniform Hotel) [.-. ..- ....]
 PU1RUJ = R U J (Romeo Uniform Juliett) [.-. ..- .---]
 PU1RUL = R U L (Romeo Uniform Lima) [.-. ..- .-..]
 PU1RUM = R U M (Romeo Uniform Mike) [.-. ..- --]
 PU1RUN = R U N (Romeo Uniform November) [.-. ..- -.]
 PU1RUO = R U O (Romeo Uniform Oscar) [.-. ..- ---]
 PU1RUP = R U P (Romeo Uniform Papa) [.-. ..- .--.]
 PU1RUQ = R U Q (Romeo Uniform Quebec) [.-. ..- --.-]
 PU1RUV = R U V (Romeo Uniform Victor) [.-. ..- ...-]
 PU1RUW = R U W (Romeo Uniform Whiskey) [.-. ..- .--]
 PU1RUZ = R U Z (Romeo Uniform Zulu) [.-. ..- --..]
 PU1RVC = R V C (Romeo Victor Charlie) [.-. ...- -.-.]
 PU1RVD = R V D (Romeo Victor Delta) [.-. ...- -..]
 PU1RVE = R V E (Romeo Victor Echo) [.-. ...- .]
 PU1RVF = R V F (Romeo Victor Foxtrot) [.-. ...- ..-.]
 PU1RVH = R V H (Romeo Victor Hotel) [.-. ...- ....]
 PU1RVI = R V I (Romeo Victor India) [.-. ...- ..]
 PU1RVJ = R V J (Romeo Victor Juliett) [.-. ...- .---]
 PU1RVK = R V K (Romeo Victor Kilo) [.-. ...- -.-]
 PU1RVL = R V L (Romeo Victor Lima) [.-. ...- .-..]
 PU1RVM = R V M (Romeo Victor Mike) [.-. ...- --]
 PU1RVN = R V N (Romeo Victor November) [.-. ...- -.]
 PU1RVO = R V O (Romeo Victor Oscar) [.-. ...- ---]
 PU1RVQ = R V Q (Romeo Victor Quebec) [.-. ...- --.-]
 PU1RVT = R V T (Romeo Victor Tango) [.-. ...- -]
 PU1RVU = R V U (Romeo Victor Uniform) [.-. ...- ..-]
 PU1RVW = R V W (Romeo Victor Whiskey) [.-. ...- .--]
 PU1RVY = R V Y (Romeo Victor Yankee) [.-. ...- -.--]
 PU1RVZ = R V Z (Romeo Victor Zulu) [.-. ...- --..]
 PU1RWA = R W A (Romeo Whiskey Alfa) [.-. .-- .-]
 PU1RWE = R W E (Romeo Whiskey Echo) [.-. .-- .]
 PU1RWF = R W F (Romeo Whiskey Foxtrot) [.-. .-- ..-.]
 PU1RWG = R W G (Romeo Whiskey Golf) [.-. .-- --.]
 PU1RWH = R W H (Romeo Whiskey Hotel) [.-. .-- ....]
 PU1RWI = R W I (Romeo Whiskey India) [.-. .-- ..]
 PU1RWJ = R W J (Romeo Whiskey Juliett) [.-. .-- .---]
 PU1RWK = R W K (Romeo Whiskey Kilo) [.-. .-- -.-]
 PU1RWL = R W L (Romeo Whiskey Lima) [.-. .-- .-..]
 PU1RWM = R W M (Romeo Whiskey Mike) [.-. .-- --]
 PU1RWN = R W N (Romeo Whiskey November) [.-. .-- -.]
 PU1RWO = R W O (Romeo Whiskey Oscar) [.-. .-- ---]
 PU1RWP = R W P (Romeo Whiskey Papa) [.-. .-- .--.]
 PU1RWQ = R W Q (Romeo Whiskey Quebec) [.-. .-- --.-]
 PU1RWU = R W U (Romeo Whiskey Uniform) [.-. .-- ..-]
 PU1RWV = R W V (Romeo Whiskey Victor) [.-. .-- ...-]
 PU1RWY = R W Y (Romeo Whiskey Yankee) [.-. .-- -.--]
 PU1RWZ = R W Z (Romeo Whiskey Zulu) [.-. .-- --..]
 PU1RYA = R Y A (Romeo Yankee Alfa) [.-. -.-- .-]
 PU1RYC = R Y C (Romeo Yankee Charlie) [.-. -.-- -.-.]
 PU1RYD = R Y D (Romeo Yankee Delta) [.-. -.-- -..]
 PU1RYE = R Y E (Romeo Yankee Echo) [.-. -.-- .]
 PU1RYF = R Y F (Romeo Yankee Foxtrot) [.-. -.-- ..-.]
 PU1RYG = R Y G (Romeo Yankee Golf) [.-. -.-- --.]
 PU1RYH = R Y H (Romeo Yankee Hotel) [.-. -.-- ....]
 PU1RYI = R Y I (Romeo Yankee India) [.-. -.-- ..]
 PU1RYJ = R Y J (Romeo Yankee Juliett) [.-. -.-- .---]
 PU1RYK = R Y K (Romeo Yankee Kilo) [.-. -.-- -.-]
 PU1RYL = R Y L (Romeo Yankee Lima) [.-. -.-- .-..]
 PU1RYM = R Y M (Romeo Yankee Mike) [.-. -.-- --]
 PU1RYN = R Y N (Romeo Yankee November) [.-. -.-- -.]
 PU1RYO = R Y O (Romeo Yankee Oscar) [.-. -.-- ---]
 PU1RYP = R Y P (Romeo Yankee Papa) [.-. -.-- .--.]
 PU1RYQ = R Y Q (Romeo Yankee Quebec) [.-. -.-- --.-]
 PU1RYS = R Y S (Romeo Yankee Sierra) [.-. -.-- ...]
 PU1RYT = R Y T (Romeo Yankee Tango) [.-. -.-- -]
 PU1RYU = R Y U (Romeo Yankee Uniform) [.-. -.-- ..-]
 PU1RYV = R Y V (Romeo Yankee Victor) [.-. -.-- ...-]
 PU1RYW = R Y W (Romeo Yankee Whiskey) [.-. -.-- .--]
 PU1RYZ = R Y Z (Romeo Yankee Zulu) [.-. -.-- --..]
 PU1RZA = R Z A (Romeo Zulu Alfa) [.-. --.. .-]
 PU1RZB = R Z B (Romeo Zulu Bravo) [.-. --.. -...]
 PU1RZC = R Z C (Romeo Zulu Charlie) [.-. --.. -.-.]
 PU1RZD = R Z D (Romeo Zulu Delta) [.-. --.. -..]
 PU1RZE = R Z E (Romeo Zulu Echo) [.-. --.. .]
 PU1RZF = R Z F (Romeo Zulu Foxtrot) [.-. --.. ..-.]
 PU1RZH = R Z H (Romeo Zulu Hotel) [.-. --.. ....]
 PU1RZI = R Z I (Romeo Zulu India) [.-. --.. ..]
 PU1RZJ = R Z J (Romeo Zulu Juliett) [.-. --.. .---]
 PU1RZK = R Z K (Romeo Zulu Kilo) [.-. --.. -.-]
 PU1RZL = R Z L (Romeo Zulu Lima) [.-. --.. .-..]
 PU1RZM = R Z M (Romeo Zulu Mike) [.-. --.. --]
 PU1RZN = R Z N (Romeo Zulu November) [.-. --.. -.]
 PU1RZO = R Z O (Romeo Zulu Oscar) [.-. --.. ---]
 PU1RZP = R Z P (Romeo Zulu Papa) [.-. --.. .--.]
 PU1RZQ = R Z Q (Romeo Zulu Quebec) [.-. --.. --.-]
 PU1RZS = R Z S (Romeo Zulu Sierra) [.-. --.. ...]
 PU1RZT = R Z T (Romeo Zulu Tango) [.-. --.. -]
 PU1RZU = R Z U (Romeo Zulu Uniform) [.-. --.. ..-]
 PU1RZV = R Z V (Romeo Zulu Victor) [.-. --.. ...-]
 PU1RZW = R Z W (Romeo Zulu Whiskey) [.-. --.. .--]
 PU1RZY = R Z Y (Romeo Zulu Yankee) [.-. --.. -.--]
 PU1SAN = S A N (Sierra Alfa November) [... .- -.]
 PU1SAY = S A Y (Sierra Alfa Yankee) [... .- -.--]
 PU1SAZ = S A Z (Sierra Alfa Zulu) [... .- --..]
 PU1SBH = S B H (Sierra Bravo Hotel) [... -... ....]
 PU1SBI = S B I (Sierra Bravo India) [... -... ..]
 PU1SBJ = S B J (Sierra Bravo Juliett) [... -... .---]
 PU1SBK = S B K (Sierra Bravo Kilo) [... -... -.-]
 PU1SBP = S B P (Sierra Bravo Papa) [... -... .--.]
 PU1SBT = S B T (Sierra Bravo Tango) [... -... -]
 PU1SBU = S B U (Sierra Bravo Uniform) [... -... ..-]
 PU1SBV = S B V (Sierra Bravo Victor) [... -... ...-]
 PU1SBY = S B Y (Sierra Bravo Yankee) [... -... -.--]
 PU1SCK = S C K (Sierra Charlie Kilo) [... -.-. -.-]
 PU1SCN = S C N (Sierra Charlie November) [... -.-. -.]
 PU1SCQ = S C Q (Sierra Charlie Quebec) [... -.-. --.-]
 PU1SCU = S C U (Sierra Charlie Uniform) [... -.-. ..-]
 PU1SCV = S C V (Sierra Charlie Victor) [... -.-. ...-]
 PU1SCY = S C Y (Sierra Charlie Yankee) [... -.-. -.--]
 PU1SCZ = S C Z (Sierra Charlie Zulu) [... -.-. --..]
 PU1SDH = S D H (Sierra Delta Hotel) [... -.. ....]
 PU1SDN = S D N (Sierra Delta November) [... -.. -.]
 PU1SDP = S D P (Sierra Delta Papa) [... -.. .--.]
 PU1SDQ = S D Q (Sierra Delta Quebec) [... -.. --.-]
 PU1SDU = S D U (Sierra Delta Uniform) [... -.. ..-]
 PU1SDW = S D W (Sierra Delta Whiskey) [... -.. .--]
 PU1SEK = S E K (Sierra Echo Kilo) [... . -.-]
 PU1SEO = S E O (Sierra Echo Oscar) [... . ---]
 PU1SEQ = S E Q (Sierra Echo Quebec) [... . --.-]
 PU1SEV = S E V (Sierra Echo Victor) [... . ...-]
 PU1SEW = S E W (Sierra Echo Whiskey) [... . .--]
 PU1SEY = S E Y (Sierra Echo Yankee) [... . -.--]
 PU1SFD = S F D (Sierra Foxtrot Delta) [... ..-. -..]
 PU1SFJ = S F J (Sierra Foxtrot Juliett) [... ..-. .---]
 PU1SFO = S F O (Sierra Foxtrot Oscar) [... ..-. ---]
 PU1SFT = S F T (Sierra Foxtrot Tango) [... ..-. -]
 PU1SFU = S F U (Sierra Foxtrot Uniform) [... ..-. ..-]
 PU1SFV = S F V (Sierra Foxtrot Victor) [... ..-. ...-]
 PU1SFW = S F W (Sierra Foxtrot Whiskey) [... ..-. .--]
 PU1SFZ = S F Z (Sierra Foxtrot Zulu) [... ..-. --..]
 PU1SGB = S G B (Sierra Golf Bravo) [... --. -...]
 PU1SGI = S G I (Sierra Golf India) [... --. ..]
 PU1SGJ = S G J (Sierra Golf Juliett) [... --. .---]
 PU1SGK = S G K (Sierra Golf Kilo) [... --. -.-]
 PU1SGN = S G N (Sierra Golf November) [... --. -.]
 PU1SGP = S G P (Sierra Golf Papa) [... --. .--.]
 PU1SGQ = S G Q (Sierra Golf Quebec) [... --. --.-]
 PU1SGU = S G U (Sierra Golf Uniform) [... --. ..-]
 PU1SGV = S G V (Sierra Golf Victor) [... --. ...-]
 PU1SGY = S G Y (Sierra Golf Yankee) [... --. -.--]
 PU1SHD = S H D (Sierra Hotel Delta) [... .... -..]
 PU1SHN = S H N (Sierra Hotel November) [... .... -.]
 PU1SHO = S H O (Sierra Hotel Oscar) [... .... ---]
 PU1SHQ = S H Q (Sierra Hotel Quebec) [... .... --.-]
 PU1SHR = S H R (Sierra Hotel Romeo) [... .... .-.]
 PU1SHT = S H T (Sierra Hotel Tango) [... .... -]
 PU1SHV = S H V (Sierra Hotel Victor) [... .... ...-]
 PU1SHW = S H W (Sierra Hotel Whiskey) [... .... .--]
 PU1SHY = S H Y (Sierra Hotel Yankee) [... .... -.--]
 PU1SHZ = S H Z (Sierra Hotel Zulu) [... .... --..]
 PU1SIB = S I B (Sierra India Bravo) [... .. -...]
 PU1SIC = S I C (Sierra India Charlie) [... .. -.-.]
 PU1SIH = S I H (Sierra India Hotel) [... .. ....]
 PU1SIJ = S I J (Sierra India Juliett) [... .. .---]
 PU1SIK = S I K (Sierra India Kilo) [... .. -.-]
 PU1SIP = S I P (Sierra India Papa) [... .. .--.]
 PU1SIQ = S I Q (Sierra India Quebec) [... .. --.-]
 PU1SIT = S I T (Sierra India Tango) [... .. -]
 PU1SIU = S I U (Sierra India Uniform) [... .. ..-]
 PU1SIV = S I V (Sierra India Victor) [... .. ...-]
 PU1SIW = S I W (Sierra India Whiskey) [... .. .--]
 PU1SIY = S I Y (Sierra India Yankee) [... .. -.--]
 PU1SIZ = S I Z (Sierra India Zulu) [... .. --..]
 PU1SJA = S J A (Sierra Juliett Alfa) [... .--- .-]
 PU1SJE = S J E (Sierra Juliett Echo) [... .--- .]
 PU1SJH = S J H (Sierra Juliett Hotel) [... .--- ....]
 PU1SJI = S J I (Sierra Juliett India) [... .--- ..]
 PU1SJK = S J K (Sierra Juliett Kilo) [... .--- -.-]
 PU1SJP = S J P (Sierra Juliett Papa) [... .--- .--.]
 PU1SJQ = S J Q (Sierra Juliett Quebec) [... .--- --.-]
 PU1SJU = S J U (Sierra Juliett Uniform) [... .--- ..-]
 PU1SJV = S J V (Sierra Juliett Victor) [... .--- ...-]
 PU1SJW = S J W (Sierra Juliett Whiskey) [... .--- .--]
 PU1SJY = S J Y (Sierra Juliett Yankee) [... .--- -.--]
 PU1SJZ = S J Z (Sierra Juliett Zulu) [... .--- --..]
 PU1SKB = S K B (Sierra Kilo Bravo) [... -.- -...]
 PU1SKC = S K C (Sierra Kilo Charlie) [... -.- -.-.]
 PU1SKD = S K D (Sierra Kilo Delta) [... -.- -..]
 PU1SKE = S K E (Sierra Kilo Echo) [... -.- .]
 PU1SKF = S K F (Sierra Kilo Foxtrot) [... -.- ..-.]
 PU1SKG = S K G (Sierra Kilo Golf) [... -.- --.]
 PU1SKH = S K H (Sierra Kilo Hotel) [... -.- ....]
 PU1SKJ = S K J (Sierra Kilo Juliett) [... -.- .---]
 PU1SKL = S K L (Sierra Kilo Lima) [... -.- .-..]
 PU1SKM = S K M (Sierra Kilo Mike) [... -.- --]
 PU1SKN = S K N (Sierra Kilo November) [... -.- -.]
 PU1SKP = S K P (Sierra Kilo Papa) [... -.- .--.]
 PU1SKQ = S K Q (Sierra Kilo Quebec) [... -.- --.-]
 PU1SKR = S K R (Sierra Kilo Romeo) [... -.- .-.]
 PU1SKT = S K T (Sierra Kilo Tango) [... -.- -]
 PU1SKU = S K U (Sierra Kilo Uniform) [... -.- ..-]
 PU1SKV = S K V (Sierra Kilo Victor) [... -.- ...-]
 PU1SKW = S K W (Sierra Kilo Whiskey) [... -.- .--]
 PU1SKZ = S K Z (Sierra Kilo Zulu) [... -.- --..]
 PU1SLB = S L B (Sierra Lima Bravo) [... .-.. -...]
 PU1SLD = S L D (Sierra Lima Delta) [... .-.. -..]
 PU1SLE = S L E (Sierra Lima Echo) [... .-.. .]
 PU1SLI = S L I (Sierra Lima India) [... .-.. ..]
 PU1SLN = S L N (Sierra Lima November) [... .-.. -.]
 PU1SLQ = S L Q (Sierra Lima Quebec) [... .-.. --.-]
 PU1SLU = S L U (Sierra Lima Uniform) [... .-.. ..-]
 PU1SLZ = S L Z (Sierra Lima Zulu) [... .-.. --..]
 PU1SMH = S M H (Sierra Mike Hotel) [... -- ....]
 PU1SMI = S M I (Sierra Mike India) [... -- ..]
 PU1SMQ = S M Q (Sierra Mike Quebec) [... -- --.-]
 PU1SMU = S M U (Sierra Mike Uniform) [... -- ..-]
 PU1SND = S N D (Sierra November Delta) [... -. -..]
 PU1SNE = S N E (Sierra November Echo) [... -. .]
 PU1SNG = S N G (Sierra November Golf) [... -. --.]
 PU1SNH = S N H (Sierra November Hotel) [... -. ....]
 PU1SNI = S N I (Sierra November India) [... -. ..]
 PU1SNK = S N K (Sierra November Kilo) [... -. -.-]
 PU1SNL = S N L (Sierra November Lima) [... -. .-..]
 PU1SNO = S N O (Sierra November Oscar) [... -. ---]
 PU1SNQ = S N Q (Sierra November Quebec) [... -. --.-]
 PU1SNR = S N R (Sierra November Romeo) [... -. .-.]
 PU1SNT = S N T (Sierra November Tango) [... -. -]
 PU1SNU = S N U (Sierra November Uniform) [... -. ..-]
 PU1SNV = S N V (Sierra November Victor) [... -. ...-]
 PU1SNW = S N W (Sierra November Whiskey) [... -. .--]
 PU1SNY = S N Y (Sierra November Yankee) [... -. -.--]
 PU1SNZ = S N Z (Sierra November Zulu) [... -. --..]
 PU1SOG = S O G (Sierra Oscar Golf) [... --- --.]
 PU1SOH = S O H (Sierra Oscar Hotel) [... --- ....]
 PU1SOK = S O K (Sierra Oscar Kilo) [... --- -.-]
 PU1SOQ = S O Q (Sierra Oscar Quebec) [... --- --.-]
 PU1SOV = S O V (Sierra Oscar Victor) [... --- ...-]
 PU1SOW = S O W (Sierra Oscar Whiskey) [... --- .--]
 PU1SOY = S O Y (Sierra Oscar Yankee) [... --- -.--]
 PU1SOZ = S O Z (Sierra Oscar Zulu) [... --- --..]
 PU1SPG = S P G (Sierra Papa Golf) [... .--. --.]
 PU1SPH = S P H (Sierra Papa Hotel) [... .--. ....]
 PU1SPI = S P I (Sierra Papa India) [... .--. ..]
 PU1SPK = S P K (Sierra Papa Kilo) [... .--. -.-]
 PU1SPO = S P O (Sierra Papa Oscar) [... .--. ---]
 PU1SPQ = S P Q (Sierra Papa Quebec) [... .--. --.-]
 PU1SPV = S P V (Sierra Papa Victor) [... .--. ...-]
 PU1SPW = S P W (Sierra Papa Whiskey) [... .--. .--]
 PU1SPZ = S P Z (Sierra Papa Zulu) [... .--. --..]
 PU1SQA = S Q A (Sierra Quebec Alfa) [... --.- .-]
 PU1SQB = S Q B (Sierra Quebec Bravo) [... --.- -...]
 PU1SQC = S Q C (Sierra Quebec Charlie) [... --.- -.-.]
 PU1SQD = S Q D (Sierra Quebec Delta) [... --.- -..]
 PU1SQE = S Q E (Sierra Quebec Echo) [... --.- .]
 PU1SQF = S Q F (Sierra Quebec Foxtrot) [... --.- ..-.]
 PU1SQG = S Q G (Sierra Quebec Golf) [... --.- --.]
 PU1SQH = S Q H (Sierra Quebec Hotel) [... --.- ....]
 PU1SQI = S Q I (Sierra Quebec India) [... --.- ..]
 PU1SQJ = S Q J (Sierra Quebec Juliett) [... --.- .---]
 PU1SQK = S Q K (Sierra Quebec Kilo) [... --.- -.-]
 PU1SQL = S Q L (Sierra Quebec Lima) [... --.- .-..]
 PU1SQM = S Q M (Sierra Quebec Mike) [... --.- --]
 PU1SQN = S Q N (Sierra Quebec November) [... --.- -.]
 PU1SQO = S Q O (Sierra Quebec Oscar) [... --.- ---]
 PU1SQP = S Q P (Sierra Quebec Papa) [... --.- .--.]
 PU1SQR = S Q R (Sierra Quebec Romeo) [... --.- .-.]
 PU1SQT = S Q T (Sierra Quebec Tango) [... --.- -]
 PU1SQU = S Q U (Sierra Quebec Uniform) [... --.- ..-]
 PU1SQV = S Q V (Sierra Quebec Victor) [... --.- ...-]
 PU1SQW = S Q W (Sierra Quebec Whiskey) [... --.- .--]
 PU1SQY = S Q Y (Sierra Quebec Yankee) [... --.- -.--]
 PU1SQZ = S Q Z (Sierra Quebec Zulu) [... --.- --..]
 PU1SRH = S R H (Sierra Romeo Hotel) [... .-. ....]
 PU1SRI = S R I (Sierra Romeo India) [... .-. ..]
 PU1SRT = S R T (Sierra Romeo Tango) [... .-. -]
 PU1SRU = S R U (Sierra Romeo Uniform) [... .-. ..-]
 PU1SRW = S R W (Sierra Romeo Whiskey) [... .-. .--]
 PU1SRY = S R Y (Sierra Romeo Yankee) [... .-. -.--]
 PU1SRZ = S R Z (Sierra Romeo Zulu) [... .-. --..]
 PU1STH = S T H (Sierra Tango Hotel) [... - ....]
 PU1STI = S T I (Sierra Tango India) [... - ..]
 PU1STK = S T K (Sierra Tango Kilo) [... - -.-]
 PU1STQ = S T Q (Sierra Tango Quebec) [... - --.-]
 PU1STY = S T Y (Sierra Tango Yankee) [... - -.--]
 PU1SUA = S U A (Sierra Uniform Alfa) [... ..- .-]
 PU1SUD = S U D (Sierra Uniform Delta) [... ..- -..]
 PU1SUE = S U E (Sierra Uniform Echo) [... ..- .]
 PU1SUF = S U F (Sierra Uniform Foxtrot) [... ..- ..-.]
 PU1SUG = S U G (Sierra Uniform Golf) [... ..- --.]
 PU1SUH = S U H (Sierra Uniform Hotel) [... ..- ....]
 PU1SUI = S U I (Sierra Uniform India) [... ..- ..]
 PU1SUJ = S U J (Sierra Uniform Juliett) [... ..- .---]
 PU1SUK = S U K (Sierra Uniform Kilo) [... ..- -.-]
 PU1SUL = S U L (Sierra Uniform Lima) [... ..- .-..]
 PU1SUO = S U O (Sierra Uniform Oscar) [... ..- ---]
 PU1SUP = S U P (Sierra Uniform Papa) [... ..- .--.]
 PU1SUQ = S U Q (Sierra Uniform Quebec) [... ..- --.-]
 PU1SUR = S U R (Sierra Uniform Romeo) [... ..- .-.]
 PU1SUT = S U T (Sierra Uniform Tango) [... ..- -]
 PU1SUV = S U V (Sierra Uniform Victor) [... ..- ...-]
 PU1SUW = S U W (Sierra Uniform Whiskey) [... ..- .--]
 PU1SUY = S U Y (Sierra Uniform Yankee) [... ..- -.--]
 PU1SUZ = S U Z (Sierra Uniform Zulu) [... ..- --..]
 PU1SVB = S V B (Sierra Victor Bravo) [... ...- -...]
 PU1SVE = S V E (Sierra Victor Echo) [... ...- .]
 PU1SVF = S V F (Sierra Victor Foxtrot) [... ...- ..-.]
 PU1SVI = S V I (Sierra Victor India) [... ...- ..]
 PU1SVJ = S V J (Sierra Victor Juliett) [... ...- .---]
 PU1SVK = S V K (Sierra Victor Kilo) [... ...- -.-]
 PU1SVN = S V N (Sierra Victor November) [... ...- -.]
 PU1SVQ = S V Q (Sierra Victor Quebec) [... ...- --.-]
 PU1SVU = S V U (Sierra Victor Uniform) [... ...- ..-]
 PU1SVW = S V W (Sierra Victor Whiskey) [... ...- .--]
 PU1SVY = S V Y (Sierra Victor Yankee) [... ...- -.--]
 PU1SWA = S W A (Sierra Whiskey Alfa) [... .-- .-]
 PU1SWB = S W B (Sierra Whiskey Bravo) [... .-- -...]
 PU1SWC = S W C (Sierra Whiskey Charlie) [... .-- -.-.]
 PU1SWD = S W D (Sierra Whiskey Delta) [... .-- -..]
 PU1SWE = S W E (Sierra Whiskey Echo) [... .-- .]
 PU1SWF = S W F (Sierra Whiskey Foxtrot) [... .-- ..-.]
 PU1SWG = S W G (Sierra Whiskey Golf) [... .-- --.]
 PU1SWH = S W H (Sierra Whiskey Hotel) [... .-- ....]
 PU1SWI = S W I (Sierra Whiskey India) [... .-- ..]
 PU1SWJ = S W J (Sierra Whiskey Juliett) [... .-- .---]
 PU1SWK = S W K (Sierra Whiskey Kilo) [... .-- -.-]
 PU1SWM = S W M (Sierra Whiskey Mike) [... .-- --]
