 25.03.2025.21:45 = 0 3 . (-..- (null) ...-) [(null) (null) (null)]
 PU1NKO = N K O (November Kilo Oscar) [-. -.- ---]
 PU1NKP = N K P (November Kilo Papa) [-. -.- .--.]
 PU1NKQ = N K Q (November Kilo Quebec) [-. -.- --.-]
 PU1NKR = N K R (November Kilo Romeo) [-. -.- .-.]
 PU1NKS = N K S (November Kilo Sierra) [-. -.- ...]
 PU1NKU = N K U (November Kilo Uniform) [-. -.- ..-]
 PU1NKV = N K V (November Kilo Victor) [-. -.- ...-]
 PU1NKW = N K W (November Kilo Whiskey) [-. -.- .--]
 PU1NKY = N K Y (November Kilo Yankee) [-. -.- -.--]
 PU1NKZ = N K Z (November Kilo Zulu) [-. -.- --..]
 PU1NLA = N L A (November Lima Alfa) [-. .-.. .-]
 PU1NLB = N L B (November Lima Bravo) [-. .-.. -...]
 PU1NLD = N L D (November Lima Delta) [-. .-.. -..]
 PU1NLE = N L E (November Lima Echo) [-. .-.. .]
 PU1NLF = N L F (November Lima Foxtrot) [-. .-.. ..-.]
 PU1NLG = N L G (November Lima Golf) [-. .-.. --.]
 PU1NLH = N L H (November Lima Hotel) [-. .-.. ....]
 PU1NLI = N L I (November Lima India) [-. .-.. ..]
 PU1NLK = N L K (November Lima Kilo) [-. .-.. -.-]
 PU1NLM = N L M (November Lima Mike) [-. .-.. --]
 PU1NLO = N L O (November Lima Oscar) [-. .-.. ---]
 PU1NLP = N L P (November Lima Papa) [-. .-.. .--.]
 PU1NLT = N L T (November Lima Tango) [-. .-.. -]
 PU1NLU = N L U (November Lima Uniform) [-. .-.. ..-]
 PU1NLV = N L V (November Lima Victor) [-. .-.. ...-]
 PU1NLW = N L W (November Lima Whiskey) [-. .-.. .--]
 PU1NLY = N L Y (November Lima Yankee) [-. .-.. -.--]
 PU1NLZ = N L Z (November Lima Zulu) [-. .-.. --..]
 PU1NMB = N M B (November Mike Bravo) [-. -- -...]
 PU1NMC = N M C (November Mike Charlie) [-. -- -.-.]
 PU1NME = N M E (November Mike Echo) [-. -- .]
 PU1NMF = N M F (November Mike Foxtrot) [-. -- ..-.]
 PU1NMG = N M G (November Mike Golf) [-. -- --.]
 PU1NMH = N M H (November Mike Hotel) [-. -- ....]
 PU1NMI = N M I (November Mike India) [-. -- ..]
 PU1NMK = N M K (November Mike Kilo) [-. -- -.-]
 PU1NML = N M L (November Mike Lima) [-. -- .-..]
 PU1NMO = N M O (November Mike Oscar) [-. -- ---]
 PU1NMQ = N M Q (November Mike Quebec) [-. -- --.-]
 PU1NMR = N M R (November Mike Romeo) [-. -- .-.]
 PU1NMU = N M U (November Mike Uniform) [-. -- ..-]
 PU1NMV = N M V (November Mike Victor) [-. -- ...-]
 PU1NMW = N M W (November Mike Whiskey) [-. -- .--]
 PU1NMY = N M Y (November Mike Yankee) [-. -- -.--]
 PU1NMZ = N M Z (November Mike Zulu) [-. -- --..]
 PU1NOA = N O A (November Oscar Alfa) [-. --- .-]
 PU1NOB = N O B (November Oscar Bravo) [-. --- -...]
 PU1NOC = N O C (November Oscar Charlie) [-. --- -.-.]
 PU1NOD = N O D (November Oscar Delta) [-. --- -..]
 PU1NOG = N O G (November Oscar Golf) [-. --- --.]
 PU1NOH = N O H (November Oscar Hotel) [-. --- ....]
 PU1NOI = N O I (November Oscar India) [-. --- ..]
 PU1NOJ = N O J (November Oscar Juliett) [-. --- .---]
 PU1NOK = N O K (November Oscar Kilo) [-. --- -.-]
 PU1NOL = N O L (November Oscar Lima) [-. --- .-..]
 PU1NOM = N O M (November Oscar Mike) [-. --- --]
 PU1NOP = N O P (November Oscar Papa) [-. --- .--.]
 PU1NOQ = N O Q (November Oscar Quebec) [-. --- --.-]
 PU1NOR = N O R (November Oscar Romeo) [-. --- .-.]
 PU1NOS = N O S (November Oscar Sierra) [-. --- ...]
 PU1NOU = N O U (November Oscar Uniform) [-. --- ..-]
 PU1NOV = N O V (November Oscar Victor) [-. --- ...-]
 PU1NOY = N O Y (November Oscar Yankee) [-. --- -.--]
 PU1NOZ = N O Z (November Oscar Zulu) [-. --- --..]
 PU1NPB = N P B (November Papa Bravo) [-. .--. -...]
 PU1NPC = N P C (November Papa Charlie) [-. .--. -.-.]
 PU1NPD = N P D (November Papa Delta) [-. .--. -..]
 PU1NPE = N P E (November Papa Echo) [-. .--. .]
 PU1NPF = N P F (November Papa Foxtrot) [-. .--. ..-.]
 PU1NPH = N P H (November Papa Hotel) [-. .--. ....]
 PU1NPI = N P I (November Papa India) [-. .--. ..]
 PU1NPJ = N P J (November Papa Juliett) [-. .--. .---]
 PU1NPK = N P K (November Papa Kilo) [-. .--. -.-]
 PU1NPL = N P L (November Papa Lima) [-. .--. .-..]
 PU1NPM = N P M (November Papa Mike) [-. .--. --]
 PU1NPO = N P O (November Papa Oscar) [-. .--. ---]
 PU1NPQ = N P Q (November Papa Quebec) [-. .--. --.-]
 PU1NPR = N P R (November Papa Romeo) [-. .--. .-.]
 PU1NPS = N P S (November Papa Sierra) [-. .--. ...]
 PU1NPT = N P T (November Papa Tango) [-. .--. -]
 PU1NPU = N P U (November Papa Uniform) [-. .--. ..-]
 PU1NPV = N P V (November Papa Victor) [-. .--. ...-]
 PU1NPW = N P W (November Papa Whiskey) [-. .--. .--]
 PU1NPY = N P Y (November Papa Yankee) [-. .--. -.--]
 PU1NPZ = N P Z (November Papa Zulu) [-. .--. --..]
 PU1NQA = N Q A (November Quebec Alfa) [-. --.- .-]
 PU1NQB = N Q B (November Quebec Bravo) [-. --.- -...]
 PU1NQC = N Q C (November Quebec Charlie) [-. --.- -.-.]
 PU1NQD = N Q D (November Quebec Delta) [-. --.- -..]
 PU1NQE = N Q E (November Quebec Echo) [-. --.- .]
 PU1NQF = N Q F (November Quebec Foxtrot) [-. --.- ..-.]
 PU1NQG = N Q G (November Quebec Golf) [-. --.- --.]
 PU1NQH = N Q H (November Quebec Hotel) [-. --.- ....]
 PU1NQI = N Q I (November Quebec India) [-. --.- ..]
 PU1NQJ = N Q J (November Quebec Juliett) [-. --.- .---]
 PU1NQK = N Q K (November Quebec Kilo) [-. --.- -.-]
 PU1NQL = N Q L (November Quebec Lima) [-. --.- .-..]
 PU1NQM = N Q M (November Quebec Mike) [-. --.- --]
 PU1NQO = N Q O (November Quebec Oscar) [-. --.- ---]
 PU1NQP = N Q P (November Quebec Papa) [-. --.- .--.]
 PU1NQR = N Q R (November Quebec Romeo) [-. --.- .-.]
 PU1NQS = N Q S (November Quebec Sierra) [-. --.- ...]
 PU1NQT = N Q T (November Quebec Tango) [-. --.- -]
 PU1NQU = N Q U (November Quebec Uniform) [-. --.- ..-]
 PU1NQV = N Q V (November Quebec Victor) [-. --.- ...-]
 PU1NQW = N Q W (November Quebec Whiskey) [-. --.- .--]
 PU1NQY = N Q Y (November Quebec Yankee) [-. --.- -.--]
 PU1NQZ = N Q Z (November Quebec Zulu) [-. --.- --..]
 PU1NRA = N R A (November Romeo Alfa) [-. .-. .-]
 PU1NRE = N R E (November Romeo Echo) [-. .-. .]
 PU1NRH = N R H (November Romeo Hotel) [-. .-. ....]
 PU1NRI = N R I (November Romeo India) [-. .-. ..]
 PU1NRJ = N R J (November Romeo Juliett) [-. .-. .---]
 PU1NRK = N R K (November Romeo Kilo) [-. .-. -.-]
 PU1NRM = N R M (November Romeo Mike) [-. .-. --]
 PU1NRQ = N R Q (November Romeo Quebec) [-. .-. --.-]
 PU1NRU = N R U (November Romeo Uniform) [-. .-. ..-]
 PU1NRV = N R V (November Romeo Victor) [-. .-. ...-]
 PU1NRW = N R W (November Romeo Whiskey) [-. .-. .--]
 PU1NRY = N R Y (November Romeo Yankee) [-. .-. -.--]
 PU1NRZ = N R Z (November Romeo Zulu) [-. .-. --..]
 PU1NSC = N S C (November Sierra Charlie) [-. ... -.-.]
 PU1NSD = N S D (November Sierra Delta) [-. ... -..]
 PU1NSH = N S H (November Sierra Hotel) [-. ... ....]
 PU1NSJ = N S J (November Sierra Juliett) [-. ... .---]
 PU1NSK = N S K (November Sierra Kilo) [-. ... -.-]
 PU1NSL = N S L (November Sierra Lima) [-. ... .-..]
 PU1NSM = N S M (November Sierra Mike) [-. ... --]
 PU1NSO = N S O (November Sierra Oscar) [-. ... ---]
 PU1NSQ = N S Q (November Sierra Quebec) [-. ... --.-]
 PU1NST = N S T (November Sierra Tango) [-. ... -]
 PU1NSU = N S U (November Sierra Uniform) [-. ... ..-]
 PU1NSV = N S V (November Sierra Victor) [-. ... ...-]
 PU1NSW = N S W (November Sierra Whiskey) [-. ... .--]
 PU1NSY = N S Y (November Sierra Yankee) [-. ... -.--]
 PU1NTB = N T B (November Tango Bravo) [-. - -...]
 PU1NTD = N T D (November Tango Delta) [-. - -..]
 PU1NTF = N T F (November Tango Foxtrot) [-. - ..-.]
 PU1NTG = N T G (November Tango Golf) [-. - --.]
 PU1NTH = N T H (November Tango Hotel) [-. - ....]
 PU1NTI = N T I (November Tango India) [-. - ..]
 PU1NTJ = N T J (November Tango Juliett) [-. - .---]
 PU1NTL = N T L (November Tango Lima) [-. - .-..]
 PU1NTM = N T M (November Tango Mike) [-. - --]
 PU1NTP = N T P (November Tango Papa) [-. - .--.]
 PU1NTQ = N T Q (November Tango Quebec) [-. - --.-]
 PU1NTR = N T R (November Tango Romeo) [-. - .-.]
 PU1NTU = N T U (November Tango Uniform) [-. - ..-]
 PU1NTV = N T V (November Tango Victor) [-. - ...-]
 PU1NTW = N T W (November Tango Whiskey) [-. - .--]
 PU1NTY = N T Y (November Tango Yankee) [-. - -.--]
 PU1NTZ = N T Z (November Tango Zulu) [-. - --..]
 PU1NUA = N U A (November Uniform Alfa) [-. ..- .-]
 PU1NUB = N U B (November Uniform Bravo) [-. ..- -...]
 PU1NUC = N U C (November Uniform Charlie) [-. ..- -.-.]
 PU1NUD = N U D (November Uniform Delta) [-. ..- -..]
 PU1NUE = N U E (November Uniform Echo) [-. ..- .]
 PU1NUF = N U F (November Uniform Foxtrot) [-. ..- ..-.]
 PU1NUG = N U G (November Uniform Golf) [-. ..- --.]
 PU1NUH = N U H (November Uniform Hotel) [-. ..- ....]
 PU1NUI = N U I (November Uniform India) [-. ..- ..]
 PU1NUJ = N U J (November Uniform Juliett) [-. ..- .---]
 PU1NUK = N U K (November Uniform Kilo) [-. ..- -.-]
 PU1NUL = N U L (November Uniform Lima) [-. ..- .-..]
 PU1NUM = N U M (November Uniform Mike) [-. ..- --]
 PU1NUO = N U O (November Uniform Oscar) [-. ..- ---]
 PU1NUP = N U P (November Uniform Papa) [-. ..- .--.]
 PU1NUQ = N U Q (November Uniform Quebec) [-. ..- --.-]
 PU1NUR = N U R (November Uniform Romeo) [-. ..- .-.]
 PU1NUS = N U S (November Uniform Sierra) [-. ..- ...]
 PU1NUT = N U T (November Uniform Tango) [-. ..- -]
 PU1NUV = N U V (November Uniform Victor) [-. ..- ...-]
 PU1NUW = N U W (November Uniform Whiskey) [-. ..- .--]
 PU1NUY = N U Y (November Uniform Yankee) [-. ..- -.--]
 PU1NUZ = N U Z (November Uniform Zulu) [-. ..- --..]
 PU1NVC = N V C (November Victor Charlie) [-. ...- -.-.]
 PU1NVD = N V D (November Victor Delta) [-. ...- -..]
 PU1NVE = N V E (November Victor Echo) [-. ...- .]
 PU1NVF = N V F (November Victor Foxtrot) [-. ...- ..-.]
 PU1NVG = N V G (November Victor Golf) [-. ...- --.]
 PU1NVH = N V H (November Victor Hotel) [-. ...- ....]
 PU1NVI = N V I (November Victor India) [-. ...- ..]
 PU1NVJ = N V J (November Victor Juliett) [-. ...- .---]
 PU1NVK = N V K (November Victor Kilo) [-. ...- -.-]
 PU1NVL = N V L (November Victor Lima) [-. ...- .-..]
 PU1NVM = N V M (November Victor Mike) [-. ...- --]
 PU1NVO = N V O (November Victor Oscar) [-. ...- ---]
 PU1NVP = N V P (November Victor Papa) [-. ...- .--.]
 PU1NVQ = N V Q (November Victor Quebec) [-. ...- --.-]
 PU1NVR = N V R (November Victor Romeo) [-. ...- .-.]
 PU1NVT = N V T (November Victor Tango) [-. ...- -]
 PU1NVU = N V U (November Victor Uniform) [-. ...- ..-]
 PU1NVW = N V W (November Victor Whiskey) [-. ...- .--]
 PU1NVY = N V Y (November Victor Yankee) [-. ...- -.--]
 PU1NVZ = N V Z (November Victor Zulu) [-. ...- --..]
 PU1NWA = N W A (November Whiskey Alfa) [-. .-- .-]
 PU1NWB = N W B (November Whiskey Bravo) [-. .-- -...]
 PU1NWC = N W C (November Whiskey Charlie) [-. .-- -.-.]
 PU1NWD = N W D (November Whiskey Delta) [-. .-- -..]
 PU1NWE = N W E (November Whiskey Echo) [-. .-- .]
 PU1NWF = N W F (November Whiskey Foxtrot) [-. .-- ..-.]
 PU1NWG = N W G (November Whiskey Golf) [-. .-- --.]
 PU1NWH = N W H (November Whiskey Hotel) [-. .-- ....]
 PU1NWI = N W I (November Whiskey India) [-. .-- ..]
 PU1NWJ = N W J (November Whiskey Juliett) [-. .-- .---]
 PU1NWK = N W K (November Whiskey Kilo) [-. .-- -.-]
 PU1NWL = N W L (November Whiskey Lima) [-. .-- .-..]
 PU1NWM = N W M (November Whiskey Mike) [-. .-- --]
 PU1NWO = N W O (November Whiskey Oscar) [-. .-- ---]
 PU1NWP = N W P (November Whiskey Papa) [-. .-- .--.]
 PU1NWQ = N W Q (November Whiskey Quebec) [-. .-- --.-]
 PU1NWR = N W R (November Whiskey Romeo) [-. .-- .-.]
 PU1NWS = N W S (November Whiskey Sierra) [-. .-- ...]
 PU1NWT = N W T (November Whiskey Tango) [-. .-- -]
 PU1NWU = N W U (November Whiskey Uniform) [-. .-- ..-]
 PU1NWV = N W V (November Whiskey Victor) [-. .-- ...-]
 PU1NWY = N W Y (November Whiskey Yankee) [-. .-- -.--]
 PU1NWZ = N W Z (November Whiskey Zulu) [-. .-- --..]
 PU1NYA = N Y A (November Yankee Alfa) [-. -.-- .-]
 PU1NYB = N Y B (November Yankee Bravo) [-. -.-- -...]
 PU1NYC = N Y C (November Yankee Charlie) [-. -.-- -.-.]
 PU1NYD = N Y D (November Yankee Delta) [-. -.-- -..]
 PU1NYE = N Y E (November Yankee Echo) [-. -.-- .]
 PU1NYF = N Y F (November Yankee Foxtrot) [-. -.-- ..-.]
 PU1NYG = N Y G (November Yankee Golf) [-. -.-- --.]
 PU1NYH = N Y H (November Yankee Hotel) [-. -.-- ....]
 PU1NYI = N Y I (November Yankee India) [-. -.-- ..]
 PU1NYJ = N Y J (November Yankee Juliett) [-. -.-- .---]
 PU1NYK = N Y K (November Yankee Kilo) [-. -.-- -.-]
 PU1NYL = N Y L (November Yankee Lima) [-. -.-- .-..]
 PU1NYM = N Y M (November Yankee Mike) [-. -.-- --]
 PU1NYO = N Y O (November Yankee Oscar) [-. -.-- ---]
 PU1NYP = N Y P (November Yankee Papa) [-. -.-- .--.]
 PU1NYQ = N Y Q (November Yankee Quebec) [-. -.-- --.-]
 PU1NYR = N Y R (November Yankee Romeo) [-. -.-- .-.]
 PU1NYS = N Y S (November Yankee Sierra) [-. -.-- ...]
 PU1NYT = N Y T (November Yankee Tango) [-. -.-- -]
 PU1NYU = N Y U (November Yankee Uniform) [-. -.-- ..-]
 PU1NYV = N Y V (November Yankee Victor) [-. -.-- ...-]
 PU1NYW = N Y W (November Yankee Whiskey) [-. -.-- .--]
 PU1NYZ = N Y Z (November Yankee Zulu) [-. -.-- --..]
 PU1NZA = N Z A (November Zulu Alfa) [-. --.. .-]
 PU1NZB = N Z B (November Zulu Bravo) [-. --.. -...]
 PU1NZC = N Z C (November Zulu Charlie) [-. --.. -.-.]
 PU1NZD = N Z D (November Zulu Delta) [-. --.. -..]
 PU1NZE = N Z E (November Zulu Echo) [-. --.. .]
 PU1NZF = N Z F (November Zulu Foxtrot) [-. --.. ..-.]
 PU1NZG = N Z G (November Zulu Golf) [-. --.. --.]
 PU1NZH = N Z H (November Zulu Hotel) [-. --.. ....]
 PU1NZI = N Z I (November Zulu India) [-. --.. ..]
 PU1NZJ = N Z J (November Zulu Juliett) [-. --.. .---]
 PU1NZK = N Z K (November Zulu Kilo) [-. --.. -.-]
 PU1NZL = N Z L (November Zulu Lima) [-. --.. .-..]
 PU1NZM = N Z M (November Zulu Mike) [-. --.. --]
 PU1NZO = N Z O (November Zulu Oscar) [-. --.. ---]
 PU1NZP = N Z P (November Zulu Papa) [-. --.. .--.]
 PU1NZQ = N Z Q (November Zulu Quebec) [-. --.. --.-]
 PU1NZR = N Z R (November Zulu Romeo) [-. --.. .-.]
 PU1NZT = N Z T (November Zulu Tango) [-. --.. -]
 PU1NZU = N Z U (November Zulu Uniform) [-. --.. ..-]
 PU1NZV = N Z V (November Zulu Victor) [-. --.. ...-]
 PU1NZW = N Z W (November Zulu Whiskey) [-. --.. .--]
 PU1NZY = N Z Y (November Zulu Yankee) [-. --.. -.--]
 PU1OAD = O A D (Oscar Alfa Delta) [--- .- -..]
 PU1OAF = O A F (Oscar Alfa Foxtrot) [--- .- ..-.]
 PU1OAH = O A H (Oscar Alfa Hotel) [--- .- ....]
 PU1OAI = O A I (Oscar Alfa India) [--- .- ..]
 PU1OAK = O A K (Oscar Alfa Kilo) [--- .- -.-]
 PU1OAL = O A L (Oscar Alfa Lima) [--- .- .-..]
 PU1OAN = O A N (Oscar Alfa November) [--- .- -.]
 PU1OAQ = O A Q (Oscar Alfa Quebec) [--- .- --.-]
 PU1OAS = O A S (Oscar Alfa Sierra) [--- .- ...]
 PU1OAT = O A T (Oscar Alfa Tango) [--- .- -]
 PU1OAU = O A U (Oscar Alfa Uniform) [--- .- ..-]
 PU1OAV = O A V (Oscar Alfa Victor) [--- .- ...-]
 PU1OAW = O A W (Oscar Alfa Whiskey) [--- .- .--]
 PU1OAY = O A Y (Oscar Alfa Yankee) [--- .- -.--]
 PU1OAZ = O A Z (Oscar Alfa Zulu) [--- .- --..]
 PU1OBE = O B E (Oscar Bravo Echo) [--- -... .]
 PU1OBG = O B G (Oscar Bravo Golf) [--- -... --.]
 PU1OBH = O B H (Oscar Bravo Hotel) [--- -... ....]
 PU1OBI = O B I (Oscar Bravo India) [--- -... ..]
 PU1OBJ = O B J (Oscar Bravo Juliett) [--- -... .---]
 PU1OBK = O B K (Oscar Bravo Kilo) [--- -... -.-]
 PU1OBL = O B L (Oscar Bravo Lima) [--- -... .-..]
 PU1OBQ = O B Q (Oscar Bravo Quebec) [--- -... --.-]
 PU1OBR = O B R (Oscar Bravo Romeo) [--- -... .-.]
 PU1OBS = O B S (Oscar Bravo Sierra) [--- -... ...]
 PU1OBT = O B T (Oscar Bravo Tango) [--- -... -]
 PU1OBU = O B U (Oscar Bravo Uniform) [--- -... ..-]
 PU1OBV = O B V (Oscar Bravo Victor) [--- -... ...-]
 PU1OBW = O B W (Oscar Bravo Whiskey) [--- -... .--]
 PU1OBY = O B Y (Oscar Bravo Yankee) [--- -... -.--]
 PU1OBZ = O B Z (Oscar Bravo Zulu) [--- -... --..]
 PU1OCB = O C B (Oscar Charlie Bravo) [--- -.-. -...]
 PU1OCD = O C D (Oscar Charlie Delta) [--- -.-. -..]
 PU1OCE = O C E (Oscar Charlie Echo) [--- -.-. .]
 PU1OCG = O C G (Oscar Charlie Golf) [--- -.-. --.]
 PU1OCH = O C H (Oscar Charlie Hotel) [--- -.-. ....]
 PU1OCI = O C I (Oscar Charlie India) [--- -.-. ..]
 PU1OCK = O C K (Oscar Charlie Kilo) [--- -.-. -.-]
 PU1OCL = O C L (Oscar Charlie Lima) [--- -.-. .-..]
 PU1OCM = O C M (Oscar Charlie Mike) [--- -.-. --]
 PU1OCN = O C N (Oscar Charlie November) [--- -.-. -.]
 PU1OCP = O C P (Oscar Charlie Papa) [--- -.-. .--.]
 PU1OCQ = O C Q (Oscar Charlie Quebec) [--- -.-. --.-]
 PU1OCR = O C R (Oscar Charlie Romeo) [--- -.-. .-.]
 PU1OCT = O C T (Oscar Charlie Tango) [--- -.-. -]
 PU1OCU = O C U (Oscar Charlie Uniform) [--- -.-. ..-]
 PU1OCV = O C V (Oscar Charlie Victor) [--- -.-. ...-]
 PU1OCW = O C W (Oscar Charlie Whiskey) [--- -.-. .--]
 PU1OCY = O C Y (Oscar Charlie Yankee) [--- -.-. -.--]
 PU1OCZ = O C Z (Oscar Charlie Zulu) [--- -.-. --..]
 PU1ODA = O D A (Oscar Delta Alfa) [--- -.. .-]
 PU1ODC = O D C (Oscar Delta Charlie) [--- -.. -.-.]
 PU1ODE = O D E (Oscar Delta Echo) [--- -.. .]
 PU1ODG = O D G (Oscar Delta Golf) [--- -.. --.]
 PU1ODH = O D H (Oscar Delta Hotel) [--- -.. ....]
 PU1ODI = O D I (Oscar Delta India) [--- -.. ..]
 PU1ODJ = O D J (Oscar Delta Juliett) [--- -.. .---]
 PU1ODK = O D K (Oscar Delta Kilo) [--- -.. -.-]
 PU1ODM = O D M (Oscar Delta Mike) [--- -.. --]
 PU1ODN = O D N (Oscar Delta November) [--- -.. -.]
 PU1ODP = O D P (Oscar Delta Papa) [--- -.. .--.]
 PU1ODQ = O D Q (Oscar Delta Quebec) [--- -.. --.-]
 PU1ODR = O D R (Oscar Delta Romeo) [--- -.. .-.]
 PU1ODS = O D S (Oscar Delta Sierra) [--- -.. ...]
 PU1ODU = O D U (Oscar Delta Uniform) [--- -.. ..-]
 PU1ODV = O D V (Oscar Delta Victor) [--- -.. ...-]
 PU1ODW = O D W (Oscar Delta Whiskey) [--- -.. .--]
 PU1ODZ = O D Z (Oscar Delta Zulu) [--- -.. --..]
 PU1OEA = O E A (Oscar Echo Alfa) [--- . .-]
 PU1OEC = O E C (Oscar Echo Charlie) [--- . -.-.]
 PU1OEF = O E F (Oscar Echo Foxtrot) [--- . ..-.]
 PU1OEG = O E G (Oscar Echo Golf) [--- . --.]
 PU1OEH = O E H (Oscar Echo Hotel) [--- . ....]
 PU1OEI = O E I (Oscar Echo India) [--- . ..]
 PU1OEK = O E K (Oscar Echo Kilo) [--- . -.-]
 PU1OEN = O E N (Oscar Echo November) [--- . -.]
 PU1OEQ = O E Q (Oscar Echo Quebec) [--- . --.-]
 PU1OER = O E R (Oscar Echo Romeo) [--- . .-.]
 PU1OET = O E T (Oscar Echo Tango) [--- . -]
 PU1OEU = O E U (Oscar Echo Uniform) [--- . ..-]
 PU1OEV = O E V (Oscar Echo Victor) [--- . ...-]
 PU1OEW = O E W (Oscar Echo Whiskey) [--- . .--]
 PU1OEY = O E Y (Oscar Echo Yankee) [--- . -.--]
 PU1OEZ = O E Z (Oscar Echo Zulu) [--- . --..]
 PU1OFA = O F A (Oscar Foxtrot Alfa) [--- ..-. .-]
 PU1OFB = O F B (Oscar Foxtrot Bravo) [--- ..-. -...]
 PU1OFC = O F C (Oscar Foxtrot Charlie) [--- ..-. -.-.]
 PU1OFD = O F D (Oscar Foxtrot Delta) [--- ..-. -..]
 PU1OFE = O F E (Oscar Foxtrot Echo) [--- ..-. .]
 PU1OFH = O F H (Oscar Foxtrot Hotel) [--- ..-. ....]
 PU1OFK = O F K (Oscar Foxtrot Kilo) [--- ..-. -.-]
 PU1OFL = O F L (Oscar Foxtrot Lima) [--- ..-. .-..]
 PU1OFM = O F M (Oscar Foxtrot Mike) [--- ..-. --]
 PU1OFN = O F N (Oscar Foxtrot November) [--- ..-. -.]
 PU1OFP = O F P (Oscar Foxtrot Papa) [--- ..-. .--.]
 PU1OFQ = O F Q (Oscar Foxtrot Quebec) [--- ..-. --.-]
 PU1OFR = O F R (Oscar Foxtrot Romeo) [--- ..-. .-.]
 PU1OFT = O F T (Oscar Foxtrot Tango) [--- ..-. -]
 PU1OFU = O F U (Oscar Foxtrot Uniform) [--- ..-. ..-]
 PU1OFV = O F V (Oscar Foxtrot Victor) [--- ..-. ...-]
 PU1OFW = O F W (Oscar Foxtrot Whiskey) [--- ..-. .--]
 PU1OFY = O F Y (Oscar Foxtrot Yankee) [--- ..-. -.--]
 PU1OFZ = O F Z (Oscar Foxtrot Zulu) [--- ..-. --..]
 PU1OGA = O G A (Oscar Golf Alfa) [--- --. .-]
 PU1OGB = O G B (Oscar Golf Bravo) [--- --. -...]
 PU1OGC = O G C (Oscar Golf Charlie) [--- --. -.-.]
 PU1OGD = O G D (Oscar Golf Delta) [--- --. -..]
 PU1OGE = O G E (Oscar Golf Echo) [--- --. .]
 PU1OGF = O G F (Oscar Golf Foxtrot) [--- --. ..-.]
 PU1OGH = O G H (Oscar Golf Hotel) [--- --. ....]
 PU1OGJ = O G J (Oscar Golf Juliett) [--- --. .---]
 PU1OGK = O G K (Oscar Golf Kilo) [--- --. -.-]
 PU1OGL = O G L (Oscar Golf Lima) [--- --. .-..]
 PU1OGN = O G N (Oscar Golf November) [--- --. -.]
 PU1OGP = O G P (Oscar Golf Papa) [--- --. .--.]
 PU1OGQ = O G Q (Oscar Golf Quebec) [--- --. --.-]
 PU1OGS = O G S (Oscar Golf Sierra) [--- --. ...]
 PU1OGT = O G T (Oscar Golf Tango) [--- --. -]
 PU1OGU = O G U (Oscar Golf Uniform) [--- --. ..-]
 PU1OGV = O G V (Oscar Golf Victor) [--- --. ...-]
 PU1OGW = O G W (Oscar Golf Whiskey) [--- --. .--]
 PU1OGY = O G Y (Oscar Golf Yankee) [--- --. -.--]
 PU1OGZ = O G Z (Oscar Golf Zulu) [--- --. --..]
 PU1OHA = O H A (Oscar Hotel Alfa) [--- .... .-]
 PU1OHB = O H B (Oscar Hotel Bravo) [--- .... -...]
 PU1OHC = O H C (Oscar Hotel Charlie) [--- .... -.-.]
 PU1OHE = O H E (Oscar Hotel Echo) [--- .... .]
 PU1OHF = O H F (Oscar Hotel Foxtrot) [--- .... ..-.]
 PU1OHG = O H G (Oscar Hotel Golf) [--- .... --.]
 PU1OHI = O H I (Oscar Hotel India) [--- .... ..]
 PU1OHJ = O H J (Oscar Hotel Juliett) [--- .... .---]
 PU1OHK = O H K (Oscar Hotel Kilo) [--- .... -.-]
 PU1OHL = O H L (Oscar Hotel Lima) [--- .... .-..]
 PU1OHM = O H M (Oscar Hotel Mike) [--- .... --]
 PU1OHN = O H N (Oscar Hotel November) [--- .... -.]
 PU1OHP = O H P (Oscar Hotel Papa) [--- .... .--.]
 PU1OHQ = O H Q (Oscar Hotel Quebec) [--- .... --.-]
 PU1OHR = O H R (Oscar Hotel Romeo) [--- .... .-.]
 PU1OHT = O H T (Oscar Hotel Tango) [--- .... -]
 PU1OHU = O H U (Oscar Hotel Uniform) [--- .... ..-]
 PU1OHV = O H V (Oscar Hotel Victor) [--- .... ...-]
 PU1OHW = O H W (Oscar Hotel Whiskey) [--- .... .--]
 PU1OHY = O H Y (Oscar Hotel Yankee) [--- .... -.--]
 PU1OHZ = O H Z (Oscar Hotel Zulu) [--- .... --..]
 PU1OIA = O I A (Oscar India Alfa) [--- .. .-]
 PU1OIB = O I B (Oscar India Bravo) [--- .. -...]
 PU1OIC = O I C (Oscar India Charlie) [--- .. -.-.]
 PU1OID = O I D (Oscar India Delta) [--- .. -..]
 PU1OIE = O I E (Oscar India Echo) [--- .. .]
 PU1OIF = O I F (Oscar India Foxtrot) [--- .. ..-.]
 PU1OIG = O I G (Oscar India Golf) [--- .. --.]
 PU1OIH = O I H (Oscar India Hotel) [--- .. ....]
 PU1OIJ = O I J (Oscar India Juliett) [--- .. .---]
 PU1OIK = O I K (Oscar India Kilo) [--- .. -.-]
 PU1OIL = O I L (Oscar India Lima) [--- .. .-..]
 PU1OIM = O I M (Oscar India Mike) [--- .. --]
 PU1OIN = O I N (Oscar India November) [--- .. -.]
 PU1OIP = O I P (Oscar India Papa) [--- .. .--.]
 PU1OIQ = O I Q (Oscar India Quebec) [--- .. --.-]
 PU1OIT = O I T (Oscar India Tango) [--- .. -]
