 25.03.2025.21:45 = 0 3 . (-..- (null) ...-) [(null) (null) (null)]
 PU1NJD = N J D (November Juliett Delta) [-. .--- -..]
 PU1NJE = N J E (November Juliett Echo) [-. .--- .]
 PU1NJF = N J F (November Juliett Foxtrot) [-. .--- ..-.]
 PU1NJH = N J H (November Juliett Hotel) [-. .--- ....]
 PU1NJI = N J I (November Juliett India) [-. .--- ..]
 PU1NJJ = N J J (November Juliett Juliett) [-. .--- .---]
 PU1NJK = N J K (November Juliett Kilo) [-. .--- -.-]
 PU1NJL = N J L (November Juliett Lima) [-. .--- .-..]
 PU1NJM = N J M (November Juliett Mike) [-. .--- --]
 PU1NJO = N J O (November Juliett Oscar) [-. .--- ---]
 PU1NJQ = N J Q (November Juliett Quebec) [-. .--- --.-]
 PU1NJR = N J R (November Juliett Romeo) [-. .--- .-.]
 PU1NJT = N J T (November Juliett Tango) [-. .--- -]
 PU1NJU = N J U (November Juliett Uniform) [-. .--- ..-]
 PU1NJV = N J V (November Juliett Victor) [-. .--- ...-]
 PU1NJW = N J W (November Juliett Whiskey) [-. .--- .--]
 PU1NJX = N J X (November Juliett X-ray) [-. .--- -..-]
 PU1NJY = N J Y (November Juliett Yankee) [-. .--- -.--]
 PU1NJZ = N J Z (November Juliett Zulu) [-. .--- --..]
 PU1NKA = N K A (November Kilo Alfa) [-. -.- .-]
 PU1NKB = N K B (November Kilo Bravo) [-. -.- -...]
 PU1NKC = N K C (November Kilo Charlie) [-. -.- -.-.]
 PU1NKD = N K D (November Kilo Delta) [-. -.- -..]
 PU1NKE = N K E (November Kilo Echo) [-. -.- .]
 PU1NKG = N K G (November Kilo Golf) [-. -.- --.]
 PU1NKH = N K H (November Kilo Hotel) [-. -.- ....]
 PU1NKI = N K I (November Kilo India) [-. -.- ..]
 PU1NKJ = N K J (November Kilo Juliett) [-. -.- .---]
 PU1NKK = N K K (November Kilo Kilo) [-. -.- -.-]
 PU1NKL = N K L (November Kilo Lima) [-. -.- .-..]
 PU1NKM = N K M (November Kilo Mike) [-. -.- --]
 PU1NKN = N K N (November Kilo November) [-. -.- -.]
 PU1NKO = N K O (November Kilo Oscar) [-. -.- ---]
 PU1NKP = N K P (November Kilo Papa) [-. -.- .--.]
 PU1NKQ = N K Q (November Kilo Quebec) [-. -.- --.-]
 PU1NKR = N K R (November Kilo Romeo) [-. -.- .-.]
 PU1NKS = N K S (November Kilo Sierra) [-. -.- ...]
 PU1NKU = N K U (November Kilo Uniform) [-. -.- ..-]
 PU1NKV = N K V (November Kilo Victor) [-. -.- ...-]
 PU1NKW = N K W (November Kilo Whiskey) [-. -.- .--]
 PU1NKX = N K X (November Kilo X-ray) [-. -.- -..-]
 PU1NKY = N K Y (November Kilo Yankee) [-. -.- -.--]
 PU1NKZ = N K Z (November Kilo Zulu) [-. -.- --..]
 PU1NLA = N L A (November Lima Alfa) [-. .-.. .-]
 PU1NLB = N L B (November Lima Bravo) [-. .-.. -...]
 PU1NLD = N L D (November Lima Delta) [-. .-.. -..]
 PU1NLE = N L E (November Lima Echo) [-. .-.. .]
 PU1NLF = N L F (November Lima Foxtrot) [-. .-.. ..-.]
 PU1NLG = N L G (November Lima Golf) [-. .-.. --.]
 PU1NLH = N L H (November Lima Hotel) [-. .-.. ....]
 PU1NLI = N L I (November Lima India) [-. .-.. ..]
 PU1NLK = N L K (November Lima Kilo) [-. .-.. -.-]
 PU1NLM = N L M (November Lima Mike) [-. .-.. --]
 PU1NLN = N L N (November Lima November) [-. .-.. -.]
 PU1NLO = N L O (November Lima Oscar) [-. .-.. ---]
 PU1NLP = N L P (November Lima Papa) [-. .-.. .--.]
 PU1NLT = N L T (November Lima Tango) [-. .-.. -]
 PU1NLU = N L U (November Lima Uniform) [-. .-.. ..-]
 PU1NLV = N L V (November Lima Victor) [-. .-.. ...-]
 PU1NLW = N L W (November Lima Whiskey) [-. .-.. .--]
 PU1NLX = N L X (November Lima X-ray) [-. .-.. -..-]
 PU1NLY = N L Y (November Lima Yankee) [-. .-.. -.--]
 PU1NLZ = N L Z (November Lima Zulu) [-. .-.. --..]
 PU1NMB = N M B (November Mike Bravo) [-. -- -...]
 PU1NMC = N M C (November Mike Charlie) [-. -- -.-.]
 PU1NME = N M E (November Mike Echo) [-. -- .]
 PU1NMF = N M F (November Mike Foxtrot) [-. -- ..-.]
 PU1NMG = N M G (November Mike Golf) [-. -- --.]
 PU1NMH = N M H (November Mike Hotel) [-. -- ....]
 PU1NMI = N M I (November Mike India) [-. -- ..]
 PU1NMK = N M K (November Mike Kilo) [-. -- -.-]
 PU1NML = N M L (November Mike Lima) [-. -- .-..]
 PU1NMM = N M M (November Mike Mike) [-. -- --]
 PU1NMN = N M N (November Mike November) [-. -- -.]
 PU1NMO = N M O (November Mike Oscar) [-. -- ---]
 PU1NMQ = N M Q (November Mike Quebec) [-. -- --.-]
 PU1NMR = N M R (November Mike Romeo) [-. -- .-.]
 PU1NMU = N M U (November Mike Uniform) [-. -- ..-]
 PU1NMV = N M V (November Mike Victor) [-. -- ...-]
 PU1NMW = N M W (November Mike Whiskey) [-. -- .--]
 PU1NMX = N M X (November Mike X-ray) [-. -- -..-]
 PU1NMY = N M Y (November Mike Yankee) [-. -- -.--]
 PU1NMZ = N M Z (November Mike Zulu) [-. -- --..]
 PU1NNB = N N B (November November Bravo) [-. -. -...]
 PU1NND = N N D (November November Delta) [-. -. -..]
 PU1NNE = N N E (November November Echo) [-. -. .]
 PU1NNF = N N F (November November Foxtrot) [-. -. ..-.]
 PU1NNG = N N G (November November Golf) [-. -. --.]
 PU1NNH = N N H (November November Hotel) [-. -. ....]
 PU1NNI = N N I (November November India) [-. -. ..]
 PU1NNJ = N N J (November November Juliett) [-. -. .---]
 PU1NNK = N N K (November November Kilo) [-. -. -.-]
 PU1NNL = N N L (November November Lima) [-. -. .-..]
 PU1NNP = N N P (November November Papa) [-. -. .--.]
 PU1NNQ = N N Q (November November Quebec) [-. -. --.-]
 PU1NNT = N N T (November November Tango) [-. -. -]
 PU1NNU = N N U (November November Uniform) [-. -. ..-]
 PU1NNV = N N V (November November Victor) [-. -. ...-]
 PU1NNW = N N W (November November Whiskey) [-. -. .--]
 PU1NNX = N N X (November November X-ray) [-. -. -..-]
 PU1NNY = N N Y (November November Yankee) [-. -. -.--]
 PU1NNZ = N N Z (November November Zulu) [-. -. --..]
 PU1NOA = N O A (November Oscar Alfa) [-. --- .-]
 PU1NOB = N O B (November Oscar Bravo) [-. --- -...]
 PU1NOC = N O C (November Oscar Charlie) [-. --- -.-.]
 PU1NOD = N O D (November Oscar Delta) [-. --- -..]
 PU1NOG = N O G (November Oscar Golf) [-. --- --.]
 PU1NOH = N O H (November Oscar Hotel) [-. --- ....]
 PU1NOI = N O I (November Oscar India) [-. --- ..]
 PU1NOJ = N O J (November Oscar Juliett) [-. --- .---]
 PU1NOK = N O K (November Oscar Kilo) [-. --- -.-]
 PU1NOL = N O L (November Oscar Lima) [-. --- .-..]
 PU1NOM = N O M (November Oscar Mike) [-. --- --]
 PU1NOO = N O O (November Oscar Oscar) [-. --- ---]
 PU1NOP = N O P (November Oscar Papa) [-. --- .--.]
 PU1NOQ = N O Q (November Oscar Quebec) [-. --- --.-]
 PU1NOR = N O R (November Oscar Romeo) [-. --- .-.]
 PU1NOS = N O S (November Oscar Sierra) [-. --- ...]
 PU1NOU = N O U (November Oscar Uniform) [-. --- ..-]
 PU1NOV = N O V (November Oscar Victor) [-. --- ...-]
 PU1NOX = N O X (November Oscar X-ray) [-. --- -..-]
 PU1NOY = N O Y (November Oscar Yankee) [-. --- -.--]
 PU1NOZ = N O Z (November Oscar Zulu) [-. --- --..]
 PU1NPB = N P B (November Papa Bravo) [-. .--. -...]
 PU1NPC = N P C (November Papa Charlie) [-. .--. -.-.]
 PU1NPD = N P D (November Papa Delta) [-. .--. -..]
 PU1NPE = N P E (November Papa Echo) [-. .--. .]
 PU1NPF = N P F (November Papa Foxtrot) [-. .--. ..-.]
 PU1NPH = N P H (November Papa Hotel) [-. .--. ....]
 PU1NPI = N P I (November Papa India) [-. .--. ..]
 PU1NPJ = N P J (November Papa Juliett) [-. .--. .---]
 PU1NPK = N P K (November Papa Kilo) [-. .--. -.-]
 PU1NPL = N P L (November Papa Lima) [-. .--. .-..]
 PU1NPM = N P M (November Papa Mike) [-. .--. --]
 PU1NPN = N P N (November Papa November) [-. .--. -.]
 PU1NPO = N P O (November Papa Oscar) [-. .--. ---]
 PU1NPP = N P P (November Papa Papa) [-. .--. .--.]
 PU1NPQ = N P Q (November Papa Quebec) [-. .--. --.-]
 PU1NPR = N P R (November Papa Romeo) [-. .--. .-.]
 PU1NPS = N P S (November Papa Sierra) [-. .--. ...]
 PU1NPT = N P T (November Papa Tango) [-. .--. -]
 PU1NPU = N P U (November Papa Uniform) [-. .--. ..-]
 PU1NPV = N P V (November Papa Victor) [-. .--. ...-]
 PU1NPW = N P W (November Papa Whiskey) [-. .--. .--]
 PU1NPX = N P X (November Papa X-ray) [-. .--. -..-]
 PU1NPY = N P Y (November Papa Yankee) [-. .--. -.--]
 PU1NPZ = N P Z (November Papa Zulu) [-. .--. --..]
 PU1NQA = N Q A (November Quebec Alfa) [-. --.- .-]
 PU1NQB = N Q B (November Quebec Bravo) [-. --.- -...]
 PU1NQC = N Q C (November Quebec Charlie) [-. --.- -.-.]
 PU1NQD = N Q D (November Quebec Delta) [-. --.- -..]
 PU1NQE = N Q E (November Quebec Echo) [-. --.- .]
 PU1NQF = N Q F (November Quebec Foxtrot) [-. --.- ..-.]
 PU1NQG = N Q G (November Quebec Golf) [-. --.- --.]
 PU1NQH = N Q H (November Quebec Hotel) [-. --.- ....]
 PU1NQI = N Q I (November Quebec India) [-. --.- ..]
 PU1NQJ = N Q J (November Quebec Juliett) [-. --.- .---]
 PU1NQK = N Q K (November Quebec Kilo) [-. --.- -.-]
 PU1NQL = N Q L (November Quebec Lima) [-. --.- .-..]
 PU1NQM = N Q M (November Quebec Mike) [-. --.- --]
 PU1NQN = N Q N (November Quebec November) [-. --.- -.]
 PU1NQO = N Q O (November Quebec Oscar) [-. --.- ---]
 PU1NQP = N Q P (November Quebec Papa) [-. --.- .--.]
 PU1NQQ = N Q Q (November Quebec Quebec) [-. --.- --.-]
 PU1NQR = N Q R (November Quebec Romeo) [-. --.- .-.]
 PU1NQS = N Q S (November Quebec Sierra) [-. --.- ...]
 PU1NQT = N Q T (November Quebec Tango) [-. --.- -]
 PU1NQU = N Q U (November Quebec Uniform) [-. --.- ..-]
 PU1NQV = N Q V (November Quebec Victor) [-. --.- ...-]
 PU1NQW = N Q W (November Quebec Whiskey) [-. --.- .--]
 PU1NQX = N Q X (November Quebec X-ray) [-. --.- -..-]
 PU1NQY = N Q Y (November Quebec Yankee) [-. --.- -.--]
 PU1NQZ = N Q Z (November Quebec Zulu) [-. --.- --..]
 PU1NRA = N R A (November Romeo Alfa) [-. .-. .-]
 PU1NRE = N R E (November Romeo Echo) [-. .-. .]
 PU1NRH = N R H (November Romeo Hotel) [-. .-. ....]
 PU1NRI = N R I (November Romeo India) [-. .-. ..]
 PU1NRJ = N R J (November Romeo Juliett) [-. .-. .---]
 PU1NRK = N R K (November Romeo Kilo) [-. .-. -.-]
 PU1NRM = N R M (November Romeo Mike) [-. .-. --]
 PU1NRN = N R N (November Romeo November) [-. .-. -.]
 PU1NRQ = N R Q (November Romeo Quebec) [-. .-. --.-]
 PU1NRU = N R U (November Romeo Uniform) [-. .-. ..-]
 PU1NRV = N R V (November Romeo Victor) [-. .-. ...-]
 PU1NRW = N R W (November Romeo Whiskey) [-. .-. .--]
 PU1NRX = N R X (November Romeo X-ray) [-. .-. -..-]
 PU1NRY = N R Y (November Romeo Yankee) [-. .-. -.--]
 PU1NRZ = N R Z (November Romeo Zulu) [-. .-. --..]
 PU1NSC = N S C (November Sierra Charlie) [-. ... -.-.]
 PU1NSD = N S D (November Sierra Delta) [-. ... -..]
 PU1NSH = N S H (November Sierra Hotel) [-. ... ....]
 PU1NSJ = N S J (November Sierra Juliett) [-. ... .---]
 PU1NSK = N S K (November Sierra Kilo) [-. ... -.-]
 PU1NSL = N S L (November Sierra Lima) [-. ... .-..]
 PU1NSM = N S M (November Sierra Mike) [-. ... --]
 PU1NSN = N S N (November Sierra November) [-. ... -.]
 PU1NSO = N S O (November Sierra Oscar) [-. ... ---]
 PU1NSQ = N S Q (November Sierra Quebec) [-. ... --.-]
 PU1NST = N S T (November Sierra Tango) [-. ... -]
 PU1NSU = N S U (November Sierra Uniform) [-. ... ..-]
 PU1NSV = N S V (November Sierra Victor) [-. ... ...-]
 PU1NSW = N S W (November Sierra Whiskey) [-. ... .--]
 PU1NSX = N S X (November Sierra X-ray) [-. ... -..-]
 PU1NSY = N S Y (November Sierra Yankee) [-. ... -.--]
 PU1NTB = N T B (November Tango Bravo) [-. - -...]
 PU1NTD = N T D (November Tango Delta) [-. - -..]
 PU1NTF = N T F (November Tango Foxtrot) [-. - ..-.]
 PU1NTG = N T G (November Tango Golf) [-. - --.]
 PU1NTH = N T H (November Tango Hotel) [-. - ....]
 PU1NTI = N T I (November Tango India) [-. - ..]
 PU1NTJ = N T J (November Tango Juliett) [-. - .---]
 PU1NTL = N T L (November Tango Lima) [-. - .-..]
 PU1NTM = N T M (November Tango Mike) [-. - --]
 PU1NTN = N T N (November Tango November) [-. - -.]
 PU1NTP = N T P (November Tango Papa) [-. - .--.]
 PU1NTQ = N T Q (November Tango Quebec) [-. - --.-]
 PU1NTR = N T R (November Tango Romeo) [-. - .-.]
 PU1NTT = N T T (November Tango Tango) [-. - -]
 PU1NTU = N T U (November Tango Uniform) [-. - ..-]
 PU1NTV = N T V (November Tango Victor) [-. - ...-]
 PU1NTW = N T W (November Tango Whiskey) [-. - .--]
 PU1NTX = N T X (November Tango X-ray) [-. - -..-]
 PU1NTY = N T Y (November Tango Yankee) [-. - -.--]
 PU1NTZ = N T Z (November Tango Zulu) [-. - --..]
 PU1NUA = N U A (November Uniform Alfa) [-. ..- .-]
 PU1NUB = N U B (November Uniform Bravo) [-. ..- -...]
 PU1NUC = N U C (November Uniform Charlie) [-. ..- -.-.]
 PU1NUD = N U D (November Uniform Delta) [-. ..- -..]
 PU1NUE = N U E (November Uniform Echo) [-. ..- .]
 PU1NUF = N U F (November Uniform Foxtrot) [-. ..- ..-.]
 PU1NUG = N U G (November Uniform Golf) [-. ..- --.]
 PU1NUH = N U H (November Uniform Hotel) [-. ..- ....]
 PU1NUI = N U I (November Uniform India) [-. ..- ..]
 PU1NUJ = N U J (November Uniform Juliett) [-. ..- .---]
 PU1NUK = N U K (November Uniform Kilo) [-. ..- -.-]
 PU1NUL = N U L (November Uniform Lima) [-. ..- .-..]
 PU1NUM = N U M (November Uniform Mike) [-. ..- --]
 PU1NUN = N U N (November Uniform November) [-. ..- -.]
 PU1NUO = N U O (November Uniform Oscar) [-. ..- ---]
 PU1NUP = N U P (November Uniform Papa) [-. ..- .--.]
 PU1NUQ = N U Q (November Uniform Quebec) [-. ..- --.-]
 PU1NUR = N U R (November Uniform Romeo) [-. ..- .-.]
 PU1NUS = N U S (November Uniform Sierra) [-. ..- ...]
 PU1NUT = N U T (November Uniform Tango) [-. ..- -]
 PU1NUU = N U U (November Uniform Uniform) [-. ..- ..-]
 PU1NUV = N U V (November Uniform Victor) [-. ..- ...-]
 PU1NUW = N U W (November Uniform Whiskey) [-. ..- .--]
 PU1NUX = N U X (November Uniform X-ray) [-. ..- -..-]
 PU1NUY = N U Y (November Uniform Yankee) [-. ..- -.--]
 PU1NUZ = N U Z (November Uniform Zulu) [-. ..- --..]
 PU1NVC = N V C (November Victor Charlie) [-. ...- -.-.]
 PU1NVD = N V D (November Victor Delta) [-. ...- -..]
 PU1NVE = N V E (November Victor Echo) [-. ...- .]
 PU1NVF = N V F (November Victor Foxtrot) [-. ...- ..-.]
 PU1NVG = N V G (November Victor Golf) [-. ...- --.]
 PU1NVH = N V H (November Victor Hotel) [-. ...- ....]
 PU1NVI = N V I (November Victor India) [-. ...- ..]
 PU1NVJ = N V J (November Victor Juliett) [-. ...- .---]
 PU1NVK = N V K (November Victor Kilo) [-. ...- -.-]
 PU1NVL = N V L (November Victor Lima) [-. ...- .-..]
 PU1NVM = N V M (November Victor Mike) [-. ...- --]
 PU1NVN = N V N (November Victor November) [-. ...- -.]
 PU1NVO = N V O (November Victor Oscar) [-. ...- ---]
 PU1NVP = N V P (November Victor Papa) [-. ...- .--.]
 PU1NVQ = N V Q (November Victor Quebec) [-. ...- --.-]
 PU1NVR = N V R (November Victor Romeo) [-. ...- .-.]
 PU1NVT = N V T (November Victor Tango) [-. ...- -]
 PU1NVU = N V U (November Victor Uniform) [-. ...- ..-]
 PU1NVV = N V V (November Victor Victor) [-. ...- ...-]
 PU1NVW = N V W (November Victor Whiskey) [-. ...- .--]
 PU1NVX = N V X (November Victor X-ray) [-. ...- -..-]
 PU1NVY = N V Y (November Victor Yankee) [-. ...- -.--]
 PU1NVZ = N V Z (November Victor Zulu) [-. ...- --..]
 PU1NWA = N W A (November Whiskey Alfa) [-. .-- .-]
 PU1NWB = N W B (November Whiskey Bravo) [-. .-- -...]
 PU1NWC = N W C (November Whiskey Charlie) [-. .-- -.-.]
 PU1NWD = N W D (November Whiskey Delta) [-. .-- -..]
 PU1NWE = N W E (November Whiskey Echo) [-. .-- .]
 PU1NWF = N W F (November Whiskey Foxtrot) [-. .-- ..-.]
 PU1NWG = N W G (November Whiskey Golf) [-. .-- --.]
 PU1NWH = N W H (November Whiskey Hotel) [-. .-- ....]
 PU1NWI = N W I (November Whiskey India) [-. .-- ..]
 PU1NWJ = N W J (November Whiskey Juliett) [-. .-- .---]
 PU1NWK = N W K (November Whiskey Kilo) [-. .-- -.-]
 PU1NWL = N W L (November Whiskey Lima) [-. .-- .-..]
 PU1NWM = N W M (November Whiskey Mike) [-. .-- --]
 PU1NWN = N W N (November Whiskey November) [-. .-- -.]
 PU1NWO = N W O (November Whiskey Oscar) [-. .-- ---]
 PU1NWP = N W P (November Whiskey Papa) [-. .-- .--.]
 PU1NWQ = N W Q (November Whiskey Quebec) [-. .-- --.-]
 PU1NWR = N W R (November Whiskey Romeo) [-. .-- .-.]
 PU1NWS = N W S (November Whiskey Sierra) [-. .-- ...]
 PU1NWT = N W T (November Whiskey Tango) [-. .-- -]
 PU1NWU = N W U (November Whiskey Uniform) [-. .-- ..-]
 PU1NWV = N W V (November Whiskey Victor) [-. .-- ...-]
 PU1NWW = N W W (November Whiskey Whiskey) [-. .-- .--]
 PU1NWX = N W X (November Whiskey X-ray) [-. .-- -..-]
 PU1NWY = N W Y (November Whiskey Yankee) [-. .-- -.--]
 PU1NWZ = N W Z (November Whiskey Zulu) [-. .-- --..]
 PU1NXA = N X A (November X-ray Alfa) [-. -..- .-]
 PU1NXB = N X B (November X-ray Bravo) [-. -..- -...]
 PU1NXC = N X C (November X-ray Charlie) [-. -..- -.-.]
 PU1NXD = N X D (November X-ray Delta) [-. -..- -..]
 PU1NXE = N X E (November X-ray Echo) [-. -..- .]
 PU1NXF = N X F (November X-ray Foxtrot) [-. -..- ..-.]
 PU1NXG = N X G (November X-ray Golf) [-. -..- --.]
 PU1NXH = N X H (November X-ray Hotel) [-. -..- ....]
 PU1NXI = N X I (November X-ray India) [-. -..- ..]
 PU1NXJ = N X J (November X-ray Juliett) [-. -..- .---]
 PU1NXK = N X K (November X-ray Kilo) [-. -..- -.-]
 PU1NXL = N X L (November X-ray Lima) [-. -..- .-..]
 PU1NXM = N X M (November X-ray Mike) [-. -..- --]
 PU1NXN = N X N (November X-ray November) [-. -..- -.]
 PU1NXO = N X O (November X-ray Oscar) [-. -..- ---]
 PU1NXP = N X P (November X-ray Papa) [-. -..- .--.]
 PU1NXQ = N X Q (November X-ray Quebec) [-. -..- --.-]
 PU1NXR = N X R (November X-ray Romeo) [-. -..- .-.]
 PU1NXS = N X S (November X-ray Sierra) [-. -..- ...]
 PU1NXT = N X T (November X-ray Tango) [-. -..- -]
 PU1NXU = N X U (November X-ray Uniform) [-. -..- ..-]
 PU1NXV = N X V (November X-ray Victor) [-. -..- ...-]
 PU1NXW = N X W (November X-ray Whiskey) [-. -..- .--]
 PU1NXX = N X X (November X-ray X-ray) [-. -..- -..-]
 PU1NXY = N X Y (November X-ray Yankee) [-. -..- -.--]
 PU1NXZ = N X Z (November X-ray Zulu) [-. -..- --..]
 PU1NYA = N Y A (November Yankee Alfa) [-. -.-- .-]
 PU1NYB = N Y B (November Yankee Bravo) [-. -.-- -...]
 PU1NYC = N Y C (November Yankee Charlie) [-. -.-- -.-.]
 PU1NYD = N Y D (November Yankee Delta) [-. -.-- -..]
 PU1NYE = N Y E (November Yankee Echo) [-. -.-- .]
 PU1NYF = N Y F (November Yankee Foxtrot) [-. -.-- ..-.]
 PU1NYG = N Y G (November Yankee Golf) [-. -.-- --.]
 PU1NYH = N Y H (November Yankee Hotel) [-. -.-- ....]
 PU1NYI = N Y I (November Yankee India) [-. -.-- ..]
 PU1NYJ = N Y J (November Yankee Juliett) [-. -.-- .---]
 PU1NYK = N Y K (November Yankee Kilo) [-. -.-- -.-]
 PU1NYL = N Y L (November Yankee Lima) [-. -.-- .-..]
 PU1NYM = N Y M (November Yankee Mike) [-. -.-- --]
 PU1NYN = N Y N (November Yankee November) [-. -.-- -.]
 PU1NYO = N Y O (November Yankee Oscar) [-. -.-- ---]
 PU1NYP = N Y P (November Yankee Papa) [-. -.-- .--.]
 PU1NYQ = N Y Q (November Yankee Quebec) [-. -.-- --.-]
 PU1NYR = N Y R (November Yankee Romeo) [-. -.-- .-.]
 PU1NYS = N Y S (November Yankee Sierra) [-. -.-- ...]
 PU1NYT = N Y T (November Yankee Tango) [-. -.-- -]
 PU1NYU = N Y U (November Yankee Uniform) [-. -.-- ..-]
 PU1NYV = N Y V (November Yankee Victor) [-. -.-- ...-]
 PU1NYW = N Y W (November Yankee Whiskey) [-. -.-- .--]
 PU1NYX = N Y X (November Yankee X-ray) [-. -.-- -..-]
 PU1NYY = N Y Y (November Yankee Yankee) [-. -.-- -.--]
 PU1NYZ = N Y Z (November Yankee Zulu) [-. -.-- --..]
 PU1NZA = N Z A (November Zulu Alfa) [-. --.. .-]
 PU1NZB = N Z B (November Zulu Bravo) [-. --.. -...]
 PU1NZC = N Z C (November Zulu Charlie) [-. --.. -.-.]
 PU1NZD = N Z D (November Zulu Delta) [-. --.. -..]
 PU1NZE = N Z E (November Zulu Echo) [-. --.. .]
 PU1NZF = N Z F (November Zulu Foxtrot) [-. --.. ..-.]
 PU1NZG = N Z G (November Zulu Golf) [-. --.. --.]
 PU1NZH = N Z H (November Zulu Hotel) [-. --.. ....]
 PU1NZI = N Z I (November Zulu India) [-. --.. ..]
 PU1NZJ = N Z J (November Zulu Juliett) [-. --.. .---]
 PU1NZK = N Z K (November Zulu Kilo) [-. --.. -.-]
 PU1NZL = N Z L (November Zulu Lima) [-. --.. .-..]
 PU1NZM = N Z M (November Zulu Mike) [-. --.. --]
 PU1NZN = N Z N (November Zulu November) [-. --.. -.]
 PU1NZO = N Z O (November Zulu Oscar) [-. --.. ---]
 PU1NZP = N Z P (November Zulu Papa) [-. --.. .--.]
 PU1NZQ = N Z Q (November Zulu Quebec) [-. --.. --.-]
 PU1NZR = N Z R (November Zulu Romeo) [-. --.. .-.]
 PU1NZT = N Z T (November Zulu Tango) [-. --.. -]
 PU1NZU = N Z U (November Zulu Uniform) [-. --.. ..-]
 PU1NZV = N Z V (November Zulu Victor) [-. --.. ...-]
 PU1NZW = N Z W (November Zulu Whiskey) [-. --.. .--]
 PU1NZX = N Z X (November Zulu X-ray) [-. --.. -..-]
 PU1NZY = N Z Y (November Zulu Yankee) [-. --.. -.--]
 PU1NZZ = N Z Z (November Zulu Zulu) [-. --.. --..]
 PU1OAD = O A D (Oscar Alfa Delta) [--- .- -..]
 PU1OAF = O A F (Oscar Alfa Foxtrot) [--- .- ..-.]
 PU1OAH = O A H (Oscar Alfa Hotel) [--- .- ....]
 PU1OAI = O A I (Oscar Alfa India) [--- .- ..]
 PU1OAK = O A K (Oscar Alfa Kilo) [--- .- -.-]
 PU1OAL = O A L (Oscar Alfa Lima) [--- .- .-..]
 PU1OAN = O A N (Oscar Alfa November) [--- .- -.]
 PU1OAO = O A O (Oscar Alfa Oscar) [--- .- ---]
 PU1OAQ = O A Q (Oscar Alfa Quebec) [--- .- --.-]
 PU1OAS = O A S (Oscar Alfa Sierra) [--- .- ...]
 PU1OAT = O A T (Oscar Alfa Tango) [--- .- -]
 PU1OAU = O A U (Oscar Alfa Uniform) [--- .- ..-]
 PU1OAV = O A V (Oscar Alfa Victor) [--- .- ...-]
 PU1OAW = O A W (Oscar Alfa Whiskey) [--- .- .--]
 PU1OAX = O A X (Oscar Alfa X-ray) [--- .- -..-]
 PU1OAY = O A Y (Oscar Alfa Yankee) [--- .- -.--]
 PU1OAZ = O A Z (Oscar Alfa Zulu) [--- .- --..]
 PU1OBB = O B B (Oscar Bravo Bravo) [--- -... -...]
 PU1OBE = O B E (Oscar Bravo Echo) [--- -... .]
 PU1OBG = O B G (Oscar Bravo Golf) [--- -... --.]
 PU1OBH = O B H (Oscar Bravo Hotel) [--- -... ....]
 PU1OBI = O B I (Oscar Bravo India) [--- -... ..]
 PU1OBJ = O B J (Oscar Bravo Juliett) [--- -... .---]
 PU1OBK = O B K (Oscar Bravo Kilo) [--- -... -.-]
 PU1OBL = O B L (Oscar Bravo Lima) [--- -... .-..]
 PU1OBO = O B O (Oscar Bravo Oscar) [--- -... ---]
 PU1OBQ = O B Q (Oscar Bravo Quebec) [--- -... --.-]
 PU1OBR = O B R (Oscar Bravo Romeo) [--- -... .-.]
 PU1OBS = O B S (Oscar Bravo Sierra) [--- -... ...]
 PU1OBT = O B T (Oscar Bravo Tango) [--- -... -]
 PU1OBU = O B U (Oscar Bravo Uniform) [--- -... ..-]
 PU1OBV = O B V (Oscar Bravo Victor) [--- -... ...-]
 PU1OBW = O B W (Oscar Bravo Whiskey) [--- -... .--]
 PU1OBX = O B X (Oscar Bravo X-ray) [--- -... -..-]
 PU1OBY = O B Y (Oscar Bravo Yankee) [--- -... -.--]
 PU1OBZ = O B Z (Oscar Bravo Zulu) [--- -... --..]
 PU1OCB = O C B (Oscar Charlie Bravo) [--- -.-. -...]
 PU1OCD = O C D (Oscar Charlie Delta) [--- -.-. -..]
 PU1OCE = O C E (Oscar Charlie Echo) [--- -.-. .]
 PU1OCG = O C G (Oscar Charlie Golf) [--- -.-. --.]
 PU1OCH = O C H (Oscar Charlie Hotel) [--- -.-. ....]
 PU1OCI = O C I (Oscar Charlie India) [--- -.-. ..]
 PU1OCK = O C K (Oscar Charlie Kilo) [--- -.-. -.-]
 PU1OCL = O C L (Oscar Charlie Lima) [--- -.-. .-..]
 PU1OCM = O C M (Oscar Charlie Mike) [--- -.-. --]
 PU1OCN = O C N (Oscar Charlie November) [--- -.-. -.]
 PU1OCO = O C O (Oscar Charlie Oscar) [--- -.-. ---]
 PU1OCP = O C P (Oscar Charlie Papa) [--- -.-. .--.]
 PU1OCQ = O C Q (Oscar Charlie Quebec) [--- -.-. --.-]
 PU1OCR = O C R (Oscar Charlie Romeo) [--- -.-. .-.]
 PU1OCT = O C T (Oscar Charlie Tango) [--- -.-. -]
 PU1OCU = O C U (Oscar Charlie Uniform) [--- -.-. ..-]
 PU1OCV = O C V (Oscar Charlie Victor) [--- -.-. ...-]
 PU1OCW = O C W (Oscar Charlie Whiskey) [--- -.-. .--]
 PU1OCX = O C X (Oscar Charlie X-ray) [--- -.-. -..-]
 PU1OCY = O C Y (Oscar Charlie Yankee) [--- -.-. -.--]
